165;22;1;0.453176012262702
165;22;1;0.46300805173814297
165;22;1;0.4580307751893997
1020;22;1;17.02322168275714
1020;22;1;16.52961596287787
1020;22;1;16.696178333833814
165;22;2;0.2344665713608265
165;22;2;0.23373741656541824
165;22;2;0.23477831110358238
1020;22;2;8.532732870429754
1020;22;2;8.47718035057187
1020;22;2;8.545160878449678
165;22;4;0.13069241866469383
165;22;4;0.129512008279562
165;22;4;0.12942367605865002
1020;22;4;4.257215166464448
1020;22;4;4.296678775921464
1020;22;4;4.262439226731658
165;22;8;0.09112175926566124
165;22;8;0.0909976176917553
165;22;8;0.09158202074468136
1020;22;8;2.168882466852665
1020;22;8;2.1613133400678635
1020;22;8;2.1621369440108538
165;22;16;0.07662258483469486
165;22;16;0.07711729779839516
165;22;16;0.07545758783817291
1020;22;16;1.13859455101192
1020;22;16;1.1308865044265985
1020;22;16;1.12735465914011
165;22;24;0.08752910047769547
165;22;24;0.09367464110255241
165;22;24;0.08639070019125938
1020;22;24;0.8052211254835129
1020;22;24;0.796133641153574
1020;22;24;0.8017231356352568
165;22;32;0.09941808134317398
165;22;32;0.10158990882337093
165;22;32;0.1032294649630785
1020;22;32;0.6711621638387442
1020;22;32;0.6633584033697844
1020;22;32;0.6611456107348204
