1000;1;32;66.61603165185079
1000;1;32;66.37687785900198
1000;1;32;67.72879581805319
1000;5;32;2.7808480891399086
1000;5;32;2.750890074064955
1000;5;32;2.7926172961015254
1000;10;32;0.8869318061042577
1000;10;32;0.8641513038892299
1000;10;32;0.8699248530901968
1000;20;32;0.6935480339452624
1000;20;32;0.6598300989717245
1000;20;32;0.6544917819555849
1000;55;32;0.6949387220665812
1000;55;32;0.7181788899470121
1000;55;32;0.7027379800565541
1000;150;32;1.7020192150957882
1000;150;32;1.71359415887855
1000;150;32;1.7162271100096405
1000;400;32;6.5271505729760975
1000;400;32;6.518913204083219
1000;400;32;6.568034099182114
