165;22;1;0.3193837550934404
165;22;1;0.31399208097718656
165;22;1;0.31262448197230697
1020;22;1;11.589992474997416
1020;22;1;11.628397895023227
1020;22;1;11.603983072796836
165;22;2;0.16602904302999377
165;22;2;0.1668704671319574
165;22;2;0.1654495110269636
1020;22;2;5.825895049143583
1020;22;2;5.796940078027546
1020;22;2;5.975321820937097
165;22;4;0.09623774699866772
165;22;4;0.0959397479891777
165;22;4;0.09612835291773081
1020;22;4;2.9269653849769384
1020;22;4;2.9136401610448956
1020;22;4;2.9121171259321272
165;22;8;0.07157155685126781
165;22;8;0.07150936801917851
165;22;8;0.07199605903588235
1020;22;8;1.4815527079626918
1020;22;8;1.5184101080521941
1020;22;8;1.4958889218978584
165;22;16;0.06856360007077456
165;22;16;0.06928926985710859
165;22;16;0.06905316701158881
1020;22;16;0.7999677669722587
1020;22;16;0.7915651449002326
1020;22;16;0.7996771847829223
165;22;24;0.08026859094388783
165;22;24;0.08046081918291748
165;22;24;0.08088006102479994
1020;22;24;0.5767232750076801
1020;22;24;0.5815117589663714
1020;22;24;0.5785813650581986
165;22;32;0.09169466397725046
165;22;32;0.09303751192055643
165;22;32;0.09223740012384951
1020;22;32;0.503652956103906
1020;22;32;0.5035215399693698
1020;22;32;0.5050939288921654
